FECHA,HORA,MINUTOS,N  ABEJAS/ VISITA,N MOSCAS / VISITA,TEMPERATURA,ESPECIE,,,,
6/11/2020,16,40,1,0,40,ABEJA,,,,
6/11/2020,16,41,1,0,40,ABEJA,,,,
6/11/2020,16,41,1,0,40,ABEJA,,,,
6/11/2020,16,42,1,0,40,ABEJA,,,,
6/11/2020,16,43,1,0,40,ABEJA,,,,
6/11/2020,16,45,1,0,40,ABEJA,,,,
6/11/2020,16,46,1,0,40,ABEJA,,,,
6/11/2020,16,47,1,0,41,ABEJA,,,,
6/11/2020,16,47,1,0,41,ABEJA,,,,
6/11/2020,16,48,1,0,41,ABEJA,,,,
6/11/2020,16,52,1,0,41,ABEJA,,,,
